YEAR,MONTH,STATE,FIRES,MEETING_DATE
2002,OCT,Amapa,557,2002-01-01
2003,OCT,Amapa,355,2003-01-01
2004,OCT,Amapa,412,2004-01-01
2005,OCT,Amapa,335,2005-01-01
2006,OCT,Amapa,405,2006-01-01
2007,OCT,Amapa,162,2007-01-01
2008,OCT,Amapa,395,2008-01-01
2009,OCT,Amapa,765,2009-01-01
2010,OCT,Amapa,265,2010-01-01
2011,OCT,Amapa,304,2011-01-01
2012,OCT,Amapa,475,2012-01-01
2013,OCT,Amapa,385,2013-01-01
2014,OCT,Amapa,480,2014-01-01
2015,OCT,Amapa,827,2015-01-01
2016,OCT,Amapa,793,2016-01-01
2017,OCT,Amapa,0,2017-01-01
1998,NOV,Amapa,131,1998-01-01
1999,NOV,Amapa,26,1999-01-01
2000,NOV,Amapa,157,2000-01-01
2001,NOV,Amapa,406,2001-01-01
2002,NOV,Amapa,1,2002-01-01
2003,NOV,Amapa,750,2003-01-01
2004,NOV,Amapa,949,2004-01-01
2005,NOV,Amapa,685,2005-01-01
2006,NOV,Amapa,207,2006-01-01
2007,NOV,Amapa,198,2007-01-01
2008,NOV,Amapa,266,2008-01-01
2009,NOV,Amapa,1,2009-01-01
2010,NOV,Amapa,339,2010-01-01
2011,NOV,Amapa,282,2011-01-01
2012,NOV,Amapa,969,2012-01-01
2013,NOV,Amapa,341,2013-01-01
2014,NOV,Amapa,484,2014-01-01
2015,NOV,Amapa,1,2015-01-01
2016,NOV,Amapa,1,2016-01-01
2017,NOV,Amapa,858,2017-01-01
1998,DEC,Amapa,84,1998-01-01
1999,DEC,Amapa,41,1999-01-01
2000,DEC,Amapa,30,2000-01-01
2001,DEC,Amapa,593,2001-01-01
2002,DEC,Amapa,200,2002-01-01
2003,DEC,Amapa,411,2003-01-01
2004,DEC,Amapa,0,2004-01-01
2005,DEC,Amapa,38,2005-01-01
2006,DEC,Amapa,74,2006-01-01
2007,DEC,Amapa,14,2007-01-01
2008,DEC,Amapa,32,2008-01-01
2009,DEC,Amapa,123,2009-01-01
2010,DEC,Amapa,43,2010-01-01
2011,DEC,Amapa,360,2011-01-01
2012,DEC,Amapa,422,2012-01-01
2013,DEC,Amapa,148,2013-01-01
2014,DEC,Amapa,354,2014-01-01
2015,DEC,Amapa,269,2015-01-01
2016,DEC,Amapa,491,2016-01-01
1998,JAN,Amazonas,0,1998-01-01
1999,JAN,Amazonas,3,1999-01-01
2000,JAN,Amazonas,7,2000-01-01
2001,JAN,Amazonas,3,2001-01-01
2002,JAN,Amazonas,17,2002-01-01
2003,JAN,Amazonas,158,2003-01-01
2004,JAN,Amazonas,123,2004-01-01
2005,JAN,Amazonas,44,2005-01-01
2006,JAN,Amazonas,20,2006-01-01
2007,JAN,Amazonas,37,2007-01-01
2008,JAN,Amazonas,16,2008-01-01
2009,JAN,Amazonas,9,2009-01-01
2010,JAN,Amazonas,82,2010-01-01
2011,JAN,Amazonas,53,2011-01-01
2012,JAN,Amazonas,6,2012-01-01
2013,JAN,Amazonas,37,2013-01-01
2014,JAN,Amazonas,46,2014-01-01
2015,JAN,Amazonas,35,2015-01-01
2016,JAN,Amazonas,770,2016-01-01
2017,JAN,Amazonas,65,2017-01-01
1998,FEB,Amazonas,0,1998-01-01
1999,FEB,Amazonas,43,1999-01-01
2000,FEB,Amazonas,62,2000-01-01
2001,FEB,Amazonas,8,2001-01-01
2002,FEB,Amazonas,2,2002-01-01
2003,FEB,Amazonas,62,2003-01-01
2004,FEB,Amazonas,92,2004-01-01
2005,FEB,Amazonas,6,2005-01-01
2006,FEB,Amazonas,10,2006-01-01
2007,FEB,Amazonas,92,2007-01-01
2008,FEB,Amazonas,32,2008-01-01
2009,FEB,Amazonas,3,2009-01-01
2010,FEB,Amazonas,81,2010-01-01
2011,FEB,Amazonas,30,2011-01-01
2012,FEB,Amazonas,25,2012-01-01
2013,FEB,Amazonas,16,2013-01-01
2014,FEB,Amazonas,49,2014-01-01
2015,FEB,Amazonas,107,2015-01-01
2016,FEB,Amazonas,275,2016-01-01
2017,FEB,Amazonas,52,2017-01-01
1998,MAR,Amazonas,0,1998-01-01
1999,MAR,Amazonas,7,1999-01-01
2000,MAR,Amazonas,69,2000-01-01
2001,MAR,Amazonas,6,2001-01-01
2002,MAR,Amazonas,5,2002-01-01
2003,MAR,Amazonas,64,2003-01-01
2004,MAR,Amazonas,6,2004-01-01
2005,MAR,Amazonas,12,2005-01-01
2006,MAR,Amazonas,20,2006-01-01
2007,MAR,Amazonas,6,2007-01-01
2008,MAR,Amazonas,0,2008-01-01
2009,MAR,Amazonas,11,2009-01-01
2010,MAR,Amazonas,116,2010-01-01
2011,MAR,Amazonas,0,2011-01-01
2012,MAR,Amazonas,17,2012-01-01
2013,MAR,Amazonas,49,2013-01-01
2014,MAR,Amazonas,50,2014-01-01
2015,MAR,Amazonas,46,2015-01-01
2016,MAR,Amazonas,140,2016-01-01
2017,MAR,Amazonas,45,2017-01-01
1998,APR,Amazonas,0,1998-01-01
1999,APR,Amazonas,2,1999-01-01
2000,APR,Amazonas,18,2000-01-01
2001,APR,Amazonas,1,2001-01-01
2002,APR,Amazonas,2,2002-01-01
2003,APR,Amazonas,11,2003-01-01
2004,APR,Amazonas,4,2004-01-01
2005,APR,Amazonas,5,2005-01-01
2006,APR,Amazonas,5,2006-01-01
2007,APR,Amazonas,0,2007-01-01
2008,APR,Amazonas,13,2008-01-01
2009,APR,Amazonas,1,2009-01-01
2010,APR,Amazonas,11,2010-01-01
2011,APR,Amazonas,0,2011-01-01
2012,APR,Amazonas,3,2012-01-01
2013,APR,Amazonas,0,2013-01-01
2014,APR,Amazonas,25,2014-01-01
2015,APR,Amazonas,24,2015-01-01
2016,APR,Amazonas,22,2016-01-01
2017,APR,Amazonas,20,2017-01-01
1998,MAY,Amazonas,0,1998-01-01
1999,MAY,Amazonas,0,1999-01-01
2000,MAY,Amazonas,51,2000-01-01
2001,MAY,Amazonas,0,2001-01-01
2002,MAY,Amazonas,8,2002-01-01
2003,MAY,Amazonas,2,2003-01-01
2004,MAY,Amazonas,0,2004-01-01
2005,MAY,Amazonas,8,2005-01-01
2006,MAY,Amazonas,4,2006-01-01
2007,MAY,Amazonas,0,2007-01-01
2008,MAY,Amazonas,1,2008-01-01
2009,MAY,Amazonas,3,2009-01-01
2010,MAY,Amazonas,13,2010-01-01
2011,MAY,Amazonas,6,2011-01-01
2012,MAY,Amazonas,12,2012-01-01
2013,MAY,Amazonas,19,2013-01-01
2014,MAY,Amazonas,12,2014-01-01
2015,MAY,Amazonas,10,2015-01-01
2016,MAY,Amazonas,30,2016-01-01
2017,MAY,Amazonas,40,2017-01-01
1998,JUNE,Amazonas,2,1998-01-01
1999,JUNE,Amazonas,7,1999-01-01
2000,JUNE,Amazonas,6,2000-01-01
2001,JUNE,Amazonas,5,2001-01-01
2002,JUNE,Amazonas,5,2002-01-01
2003,JUNE,Amazonas,3,2003-01-01
2004,JUNE,Amazonas,12,2004-01-01
2005,JUNE,Amazonas,78,2005-01-01
2006,JUNE,Amazonas,9,2006-01-01
2007,JUNE,Amazonas,23,2007-01-01
2008,JUNE,Amazonas,7,2008-01-01
2009,JUNE,Amazonas,13,2009-01-01
2010,JUNE,Amazonas,9,2010-01-01
2011,JUNE,Amazonas,22,2011-01-01
2012,JUNE,Amazonas,45,2012-01-01
2013,JUNE,Amazonas,56,2013-01-01
2014,JUNE,Amazonas,74,2014-01-01
2015,JUNE,Amazonas,33,2015-01-01
2016,JUNE,Amazonas,90,2016-01-01
2017,JUNE,Amazonas,119,2017-01-01
1998,JULY,Amazonas,71,1998-01-01
1999,JULY,Amazonas,11,1999-01-01
2000,JULY,Amazonas,39,2000-01-01
2001,JULY,Amazonas,9,2001-01-01
2002,JULY,Amazonas,146,2002-01-01
2003,JULY,Amazonas,180,2003-01-01
2004,JULY,Amazonas,177,2004-01-01
2005,JULY,Amazonas,676,2005-01-01
2006,JULY,Amazonas,123,2006-01-01
2007,JULY,Amazonas,116,2007-01-01
2008,JULY,Amazonas,108,2008-01-01
2009,JULY,Amazonas,199,2009-01-01
2010,JULY,Amazonas,640,2010-01-01
2011,JULY,Amazonas,271,2011-01-01
2012,JULY,Amazonas,234,2012-01-01
2013,JULY,Amazonas,248,2013-01-01
2014,JULY,Amazonas,202,2014-01-01
2015,JULY,Amazonas,356,2015-01-01
2016,JULY,Amazonas,1,2016-01-01
2017,JULY,Amazonas,2,2017-01-01
1998,AUG,Amazonas,321,1998-01-01
1999,AUG,Amazonas,259,1999-01-01
2000,AUG,Amazonas,180,2000-01-01
2001,AUG,Amazonas,501,2001-01-01
2002,AUG,Amazonas,741,2002-01-01
2003,AUG,Amazonas,2,2003-01-01
2004,AUG,Amazonas,1,2004-01-01
2005,AUG,Amazonas,2,2005-01-01
2006,AUG,Amazonas,1,2006-01-01
2007,AUG,Amazonas,2,2007-01-01
2008,AUG,Amazonas,861,2008-01-01
2009,AUG,Amazonas,1,2009-01-01
2010,AUG,Amazonas,4,2010-01-01
2011,AUG,Amazonas,1,2011-01-01
2012,AUG,Amazonas,3,2012-01-01
2013,AUG,Amazonas,1,2013-01-01
2014,AUG,Amazonas,4,2014-01-01
2015,AUG,Amazonas,5,2015-01-01
2016,AUG,Amazonas,4,2016-01-01
2017,AUG,Amazonas,6,2017-01-01
1998,SEPT,Amazonas,267,1998-01-01
1999,SEPT,Amazonas,216,1999-01-01
2000,SEPT,Amazonas,189,2000-01-01
2001,SEPT,Amazonas,166,2001-01-01
2002,SEPT,Amazonas,928,2002-01-01
2003,SEPT,Amazonas,1,2003-01-01
2004,SEPT,Amazonas,911,2004-01-01
2005,SEPT,Amazonas,3,2005-01-01
2006,SEPT,Amazonas,2,2006-01-01
2007,SEPT,Amazonas,1,2007-01-01
2008,SEPT,Amazonas,998,2008-01-01
2009,SEPT,Amazonas,3,2009-01-01
2010,SEPT,Amazonas,3,2010-01-01
2011,SEPT,Amazonas,1,2011-01-01
2012,SEPT,Amazonas,2,2012-01-01
2013,SEPT,Amazonas,2,2013-01-01
2014,SEPT,Amazonas,3,2014-01-01
2015,SEPT,Amazonas,6,2015-01-01
2016,SEPT,Amazonas,3,2016-01-01
2017,SEPT,Amazonas,4,2017-01-01
1998,OCT,Amazonas,83,1998-01-01
1999,OCT,Amazonas,479,1999-01-01
2000,OCT,Amazonas,145,2000-01-01
2001,OCT,Amazonas,332,2001-01-01
2002,OCT,Amazonas,695,2002-01-01
2003,OCT,Amazonas,725,2003-01-01
2004,OCT,Amazonas,710,2004-01-01
2005,OCT,Amazonas,545,2005-01-01
2006,OCT,Amazonas,721,2006-01-01
2007,OCT,Amazonas,215,2007-01-01
2008,OCT,Amazonas,632,2008-01-01
2009,OCT,Amazonas,2,2009-01-01
2010,OCT,Amazonas,889,2010-01-01
2011,OCT,Amazonas,694,2011-01-01
2012,OCT,Amazonas,1,2012-01-01
2013,OCT,Amazonas,1,2013-01-01
2014,OCT,Amazonas,952,2014-01-01
2015,OCT,Amazonas,2,2015-01-01
2016,OCT,Amazonas,2,2016-01-01
2017,OCT,Amazonas,2,2017-01-01
1998,NOV,Amazonas,6,1998-01-01
1999,NOV,Amazonas,32,1999-01-01
2000,NOV,Amazonas,27,2000-01-01
2001,NOV,Amazonas,244,2001-01-01
2002,NOV,Amazonas,259,2002-01-01
2003,NOV,Amazonas,169,2003-01-01
2004,NOV,Amazonas,209,2004-01-01
2005,NOV,Amazonas,261,2005-01-01
2006,NOV,Amazonas,59,2006-01-01
2007,NOV,Amazonas,90,2007-01-01
2008,NOV,Amazonas,39,2008-01-01
2009,NOV,Amazonas,973,2009-01-01
2010,NOV,Amazonas,354,2010-01-01
2011,NOV,Amazonas,399,2011-01-01
2012,NOV,Amazonas,682,2012-01-01
2013,NOV,Amazonas,220,2013-01-01
2014,NOV,Amazonas,0,2014-01-01
2015,NOV,Amazonas,1,2015-01-01
2016,NOV,Amazonas,591,2016-01-01
2017,NOV,Amazonas,552,2017-01-01
1998,DEC,Amazonas,196,1998-01-01
1999,DEC,Amazonas,2,1999-01-01
2000,DEC,Amazonas,60,2000-01-01
2001,DEC,Amazonas,22,2001-01-01
2002,DEC,Amazonas,44,2002-01-01
2003,DEC,Amazonas,147,2003-01-01
2004,DEC,Amazonas,53,2004-01-01
2005,DEC,Amazonas,17,2005-01-01
2006,DEC,Amazonas,23,2006-01-01
2007,DEC,Amazonas,7,2007-01-01
2008,DEC,Amazonas,0,2008-01-01
2009,DEC,Amazonas,102,2009-01-01
2010,DEC,Amazonas,123,2010-01-01
2011,DEC,Amazonas,121,2011-01-01
2012,DEC,Amazonas,80,2012-01-01
2013,DEC,Amazonas,236,2013-01-01
2014,DEC,Amazonas,293,2014-01-01
2015,DEC,Amazonas,565,2015-01-01
2016,DEC,Amazonas,133,2016-01-01
1998,JAN,Bahia,0,1998-01-01
1999,JAN,Bahia,114,1999-01-01
2000,JAN,Bahia,31,2000-01-01
2001,JAN,Bahia,24,2001-01-01
2002,JAN,Bahia,125,2002-01-01
2003,JAN,Bahia,439,2003-01-01
2004,JAN,Bahia,158,2004-01-01
2005,JAN,Bahia,303,2005-01-01
2006,JAN,Bahia,225,2006-01-01
2007,JAN,Bahia,373,2007-01-01
2008,JAN,Bahia,314,2008-01-01
2009,JAN,Bahia,177,2009-01-01
2010,JAN,Bahia,297,2010-01-01
2011,JAN,Bahia,101,2011-01-01
2012,JAN,Bahia,179,2012-01-01
2013,JAN,Bahia,125,2013-01-01
2014,JAN,Bahia,132,2014-01-01
2015,JAN,Bahia,256,2015-01-01
2016,JAN,Bahia,285,2016-01-01
2017,JAN,Bahia,154,2017-01-01
1998,FEB,Bahia,0,1998-01-01
1999,FEB,Bahia,157,1999-01-01
2000,FEB,Bahia,32,2000-01-01
2001,FEB,Bahia,101,2001-01-01
2002,FEB,Bahia,204,2002-01-01
2003,FEB,Bahia,223,2003-01-01
2004,FEB,Bahia,122,2004-01-01
2005,FEB,Bahia,143,2005-01-01
2006,FEB,Bahia,277,2006-01-01
2007,FEB,Bahia,113,2007-01-01
2008,FEB,Bahia,235,2008-01-01
2009,FEB,Bahia,117,2009-01-01
2010,FEB,Bahia,206,2010-01-01
2011,FEB,Bahia,156,2011-01-01
2012,FEB,Bahia,200,2012-01-01
2013,FEB,Bahia,231,2013-01-01
2014,FEB,Bahia,107,2014-01-01
2015,FEB,Bahia,143,2015-01-01
2016,FEB,Bahia,418,2016-01-01
2017,FEB,Bahia,100,2017-01-01
1998,MAR,Bahia,0,1998-01-01
1999,MAR,Bahia,83,1999-01-01
2000,MAR,Bahia,65,2000-01-01
2001,MAR,Bahia,4,2001-01-01
2002,MAR,Bahia,146,2002-01-01
2003,MAR,Bahia,274,2003-01-01
2004,MAR,Bahia,115,2004-01-01
2005,MAR,Bahia,158,2005-01-01
2006,MAR,Bahia,199,2006-01-01
2007,MAR,Bahia,141,2007-01-01
2008,MAR,Bahia,135,2008-01-01
2009,MAR,Bahia,249,2009-01-01
2010,MAR,Bahia,156,2010-01-01
2011,MAR,Bahia,90,2011-01-01
2012,MAR,Bahia,404,2012-01-01
2013,MAR,Bahia,363,2013-01-01
2014,MAR,Bahia,148,2014-01-01
2015,MAR,Bahia,229,2015-01-01
2016,MAR,Bahia,281,2016-01-01
2017,MAR,Bahia,163,2017-01-01
1998,APR,Bahia,0,1998-01-01
1999,APR,Bahia,55,1999-01-01
2000,APR,Bahia,23,2000-01-01
2001,APR,Bahia,26,2001-01-01
2002,APR,Bahia,110,2002-01-01
2003,APR,Bahia,376,2003-01-01
2004,APR,Bahia,89,2004-01-01
2005,APR,Bahia,76,2005-01-01
2006,APR,Bahia,60,2006-01-01
2007,APR,Bahia,64,2007-01-01
2008,APR,Bahia,151,2008-01-01
2009,APR,Bahia,40,2009-01-01
2010,APR,Bahia,103,2010-01-01
2011,APR,Bahia,149,2011-01-01
2012,APR,Bahia,396,2012-01-01
2013,APR,Bahia,108,2013-01-01
2014,APR,Bahia,183,2014-01-01
2015,APR,Bahia,190,2015-01-01
2016,APR,Bahia,0,2016-01-01
2017,APR,Bahia,94,2017-01-01
1998,MAY,Bahia,0,1998-01-01
1999,MAY,Bahia,76,1999-01-01
2000,MAY,Bahia,71,2000-01-01
2001,MAY,Bahia,0,2001-01-01
2002,MAY,Bahia,166,2002-01-01
2003,MAY,Bahia,106,2003-01-01
2004,MAY,Bahia,124,2004-01-01
2005,MAY,Bahia,120,2005-01-01
2006,MAY,Bahia,43,2006-01-01
2007,MAY,Bahia,161,2007-01-01
2008,MAY,Bahia,56,2008-01-01
2009,MAY,Bahia,34,2009-01-01
2010,MAY,Bahia,198,2010-01-01
2011,MAY,Bahia,189,2011-01-01
2012,MAY,Bahia,326,2012-01-01
2013,MAY,Bahia,141,2013-01-01
2014,MAY,Bahia,224,2014-01-01
2015,MAY,Bahia,144,2015-01-01
2016,MAY,Bahia,259,2016-01-01
2017,MAY,Bahia,121,2017-01-01
1998,JUNE,Bahia,55,1998-01-01
1999,JUNE,Bahia,64,1999-01-01
2000,JUNE,Bahia,178,2000-01-01
2001,JUNE,Bahia,98,2001-01-01
2002,JUNE,Bahia,118,2002-01-01
2003,JUNE,Bahia,140,2003-01-01
2004,JUNE,Bahia,289,2004-01-01
2005,JUNE,Bahia,211,2005-01-01
2006,JUNE,Bahia,68,2006-01-01
2007,JUNE,Bahia,270,2007-01-01
2008,JUNE,Bahia,72,2008-01-01
2009,JUNE,Bahia,92,2009-01-01
2010,JUNE,Bahia,192,2010-01-01
2011,JUNE,Bahia,345,2011-01-01
2012,JUNE,Bahia,385,2012-01-01
2013,JUNE,Bahia,208,2013-01-01
2014,JUNE,Bahia,243,2014-01-01
2015,JUNE,Bahia,242,2015-01-01
2016,JUNE,Bahia,416,2016-01-01
2017,JUNE,Bahia,329,2017-01-01
1998,JULY,Bahia,219,1998-01-01
1999,JULY,Bahia,107,1999-01-01
2000,JULY,Bahia,202,2000-01-01
2001,JULY,Bahia,248,2001-01-01
2002,JULY,Bahia,0,2002-01-01
2003,JULY,Bahia,261,2003-01-01
2004,JULY,Bahia,310,2004-01-01
2005,JULY,Bahia,269,2005-01-01
2006,JULY,Bahia,229,2006-01-01
2007,JULY,Bahia,811,2007-01-01
2008,JULY,Bahia,271,2008-01-01
2009,JULY,Bahia,321,2009-01-01
2010,JULY,Bahia,519,2010-01-01
2011,JULY,Bahia,578,2011-01-01
2012,JULY,Bahia,906,2012-01-01
2013,JULY,Bahia,362,2013-01-01
2014,JULY,Bahia,249,2014-01-01
2015,JULY,Bahia,0,2015-01-01
2016,JULY,Bahia,345,2016-01-01
2017,JULY,Bahia,300,2017-01-01
1998,AUG,Bahia,815,1998-01-01
1999,AUG,Bahia,453,1999-01-01
2000,AUG,Bahia,633,2000-01-01
2001,AUG,Bahia,979,2001-01-01
2002,AUG,Bahia,2,2002-01-01
2003,AUG,Bahia,1,2003-01-01
2004,AUG,Bahia,1,2004-01-01
2005,AUG,Bahia,948,2005-01-01
2006,AUG,Bahia,995,2006-01-01
2007,AUG,Bahia,4,2007-01-01
2008,AUG,Bahia,611,2008-01-01
2009,AUG,Bahia,439,2009-01-01
2010,AUG,Bahia,2,2010-01-01
2011,AUG,Bahia,2,2011-01-01
2012,AUG,Bahia,2,2012-01-01
2013,AUG,Bahia,610,2013-01-01
2014,AUG,Bahia,674,2014-01-01
2015,AUG,Bahia,829,2015-01-01
2016,AUG,Bahia,724,2016-01-01
2017,AUG,Bahia,1,2017-01-01
1998,SEPT,Bahia,3,1998-01-01
1999,SEPT,Bahia,0,1999-01-01
2000,SEPT,Bahia,2,2000-01-01
2001,SEPT,Bahia,4,2001-01-01
2002,SEPT,Bahia,6,2002-01-01
2003,SEPT,Bahia,9,2003-01-01
2004,SEPT,Bahia,6,2004-01-01
2005,SEPT,Bahia,4,2005-01-01
2006,SEPT,Bahia,3,2006-01-01
2007,SEPT,Bahia,7,2007-01-01
2008,SEPT,Bahia,5,2008-01-01
2009,SEPT,Bahia,4,2009-01-01
2010,SEPT,Bahia,5,2010-01-01
2011,SEPT,Bahia,7,2011-01-01
2012,SEPT,Bahia,7,2012-01-01
2013,SEPT,Bahia,3,2013-01-01
2014,SEPT,Bahia,3,2014-01-01
2015,SEPT,Bahia,8,2015-01-01
2016,SEPT,Bahia,2,2016-01-01
2017,SEPT,Bahia,2,2017-01-01
1998,OCT,Bahia,2,1998-01-01
1999,OCT,Bahia,1,1999-01-01
2000,OCT,Bahia,3,2000-01-01
2001,OCT,Bahia,2,2001-01-01
2002,OCT,Bahia,5,2002-01-01
2003,OCT,Bahia,4,2003-01-01
2004,OCT,Bahia,5,2004-01-01
2005,OCT,Bahia,8,2005-01-01
2006,OCT,Bahia,2,2006-01-01
2007,OCT,Bahia,5,2007-01-01
2008,OCT,Bahia,8,2008-01-01
2009,OCT,Bahia,3,2009-01-01
2010,OCT,Bahia,5,2010-01-01
2011,OCT,Bahia,2,2011-01-01
2012,OCT,Bahia,5,2012-01-01
2013,OCT,Bahia,2,2013-01-01
2014,OCT,Bahia,3,2014-01-01
2015,OCT,Bahia,5,2015-01-01
2016,OCT,Bahia,1,2016-01-01
2017,OCT,Bahia,4,2017-01-01
1998,NOV,Bahia,49,1998-01-01
1999,NOV,Bahia,49,1999-01-01
2000,NOV,Bahia,114,2000-01-01
2001,NOV,Bahia,699,2001-01-01
2002,NOV,Bahia,1,2002-01-01
2003,NOV,Bahia,533,2003-01-01
2004,NOV,Bahia,2,2004-01-01
2005,NOV,Bahia,2,2005-01-01
2006,NOV,Bahia,239,2006-01-01
2007,NOV,Bahia,2,2007-01-01
2008,NOV,Bahia,3,2008-01-01
2009,NOV,Bahia,402,2009-01-01
2010,NOV,Bahia,605,2010-01-01
2011,NOV,Bahia,0,2011-01-01
2012,NOV,Bahia,168,2012-01-01
2013,NOV,Bahia,288,2013-01-01
2014,NOV,Bahia,348,2014-01-01
2015,NOV,Bahia,2,2015-01-01
2016,NOV,Bahia,408,2016-01-01
2017,NOV,Bahia,174,2017-01-01
1998,DEC,Bahia,82,1998-01-01
1999,DEC,Bahia,37,1999-01-01
2000,DEC,Bahia,24,2000-01-01
2001,DEC,Bahia,158,2001-01-01
2002,DEC,Bahia,848,2002-01-01
2003,DEC,Bahia,710,2003-01-01
2004,DEC,Bahia,423,2004-01-01
2005,DEC,Bahia,116,2005-01-01
2006,DEC,Bahia,169,2006-01-01
2007,DEC,Bahia,259,2007-01-01
2008,DEC,Bahia,52,2008-01-01
2009,DEC,Bahia,308,2009-01-01
2010,DEC,Bahia,226,2010-01-01
2011,DEC,Bahia,230,2011-01-01
2012,DEC,Bahia,477,2012-01-01
2013,DEC,Bahia,131,2013-01-01
2014,DEC,Bahia,144,2014-01-01
2015,DEC,Bahia,1,2015-01-01
2016,DEC,Bahia,164,2016-01-01
1998,JAN,Ceara,0,1998-01-01
1999,JAN,Ceara,47,1999-01-01
2000,JAN,Ceara,1,2000-01-01
2001,JAN,Ceara,11,2001-01-01
2002,JAN,Ceara,33,2002-01-01
2003,JAN,Ceara,264,2003-01-01
2004,JAN,Ceara,143,2004-01-01
2005,JAN,Ceara,384,2005-01-01
2006,JAN,Ceara,211,2006-01-01
2007,JAN,Ceara,304,2007-01-01
2008,JAN,Ceara,166,2008-01-01
2009,JAN,Ceara,347,2009-01-01
2010,JAN,Ceara,288,2010-01-01
2011,JAN,Ceara,32,2011-01-01
2012,JAN,Ceara,273,2012-01-01
2013,JAN,Ceara,103,2013-01-01
2014,JAN,Ceara,115,2014-01-01
2015,JAN,Ceara,207,2015-01-01
2016,JAN,Ceara,100,2016-01-01
2017,JAN,Ceara,91,2017-01-01
1998,FEB,Ceara,0,1998-01-01
1999,FEB,Ceara,16,1999-01-01
2000,FEB,Ceara,6,2000-01-01
2001,FEB,Ceara,0,2001-01-01
2002,FEB,Ceara,75,2002-01-01
2003,FEB,Ceara,9,2003-01-01
2004,FEB,Ceara,5,2004-01-01
2005,FEB,Ceara,25,2005-01-01
2006,FEB,Ceara,23,2006-01-01
2007,FEB,Ceara,3,2007-01-01
2008,FEB,Ceara,12,2008-01-01
2009,FEB,Ceara,8,2009-01-01
2010,FEB,Ceara,63,2010-01-01
2011,FEB,Ceara,2,2011-01-01
2012,FEB,Ceara,41,2012-01-01
2013,FEB,Ceara,49,2013-01-01
2014,FEB,Ceara,18,2014-01-01
2015,FEB,Ceara,25,2015-01-01
2016,FEB,Ceara,0,2016-01-01
2017,FEB,Ceara,9,2017-01-01
1998,MAR,Ceara,0,1998-01-01
1999,MAR,Ceara,30,1999-01-01
2000,MAR,Ceara,9,2000-01-01
2001,MAR,Ceara,0,2001-01-01
2002,MAR,Ceara,17,2002-01-01
2003,MAR,Ceara,3,2003-01-01
2004,MAR,Ceara,1,2004-01-01
2005,MAR,Ceara,5,2005-01-01
2006,MAR,Ceara,3,2006-01-01
2007,MAR,Ceara,2,2007-01-01
2008,MAR,Ceara,2,2008-01-01
2009,MAR,Ceara,3,2009-01-01
2010,MAR,Ceara,40,2010-01-01
2011,MAR,Ceara,6,2011-01-01
2012,MAR,Ceara,10,2012-01-01
2013,MAR,Ceara,17,2013-01-01
2014,MAR,Ceara,6,2014-01-01
2015,MAR,Ceara,20,2015-01-01
2016,MAR,Ceara,4,2016-01-01
2017,MAR,Ceara,4,2017-01-01
1998,APR,Ceara,0,1998-01-01
1999,APR,Ceara,6,1999-01-01
2000,APR,Ceara,15,2000-01-01
2001,APR,Ceara,2,2001-01-01
2002,APR,Ceara,5,2002-01-01
2003,APR,Ceara,3,2003-01-01
2004,APR,Ceara,2,2004-01-01
2005,APR,Ceara,4,2005-01-01
2006,APR,Ceara,1,2006-01-01
2007,APR,Ceara,1,2007-01-01
2008,APR,Ceara,0,2008-01-01
2009,APR,Ceara,0,2009-01-01
2010,APR,Ceara,7,2010-01-01
2011,APR,Ceara,1,2011-01-01
2012,APR,Ceara,2,2012-01-01
2013,APR,Ceara,4,2013-01-01
2014,APR,Ceara,4,2014-01-01
2015,APR,Ceara,3,2015-01-01
2016,APR,Ceara,10,2016-01-01
2017,APR,Ceara,6,2017-01-01
1998,MAY,Ceara,0,1998-01-01
1999,MAY,Ceara,5,1999-01-01
2000,MAY,Ceara,7,2000-01-01
2001,MAY,Ceara,81,2001-01-01
2002,MAY,Ceara,10,2002-01-01
2003,MAY,Ceara,0,2003-01-01
2004,MAY,Ceara,3,2004-01-01
2005,MAY,Ceara,1,2005-01-01
2006,MAY,Ceara,0,2006-01-01
2007,MAY,Ceara,0,2007-01-01
2008,MAY,Ceara,0,2008-01-01
2009,MAY,Ceara,0,2009-01-01
2010,MAY,Ceara,2,2010-01-01
2011,MAY,Ceara,0,2011-01-01
2012,MAY,Ceara,19,2012-01-01
2013,MAY,Ceara,4,2013-01-01
2014,MAY,Ceara,4,2014-01-01
2015,MAY,Ceara,17,2015-01-01
2016,MAY,Ceara,8,2016-01-01
2017,MAY,Ceara,9,2017-01-01
1998,JUNE,Ceara,1,1998-01-01
1999,JUNE,Ceara,16,1999-01-01
2000,JUNE,Ceara,16,2000-01-01
2001,JUNE,Ceara,38,2001-01-01
2002,JUNE,Ceara,13,2002-01-01
2003,JUNE,Ceara,2,2003-01-01
2004,JUNE,Ceara,1,2004-01-01
2005,JUNE,Ceara,6,2005-01-01
2006,JUNE,Ceara,0,2006-01-01
2007,JUNE,Ceara,1,2007-01-01
2008,JUNE,Ceara,1,2008-01-01
2009,JUNE,Ceara,0,2009-01-01
2010,JUNE,Ceara,3,2010-01-01
2011,JUNE,Ceara,5,2011-01-01
2012,JUNE,Ceara,28,2012-01-01
2013,JUNE,Ceara,5,2013-01-01
2014,JUNE,Ceara,0,2014-01-01
2015,JUNE,Ceara,22,2015-01-01
2016,JUNE,Ceara,45,2016-01-01
